,county,state,Lon,Lat
2975,Vega Alta,Puerto Rico,-66.3312486,18.4121187
2976,Vega Baja,Puerto Rico,-66.39944742043909,18.41776575
2977,Villalba,Puerto Rico,-66.47531052598197,18.129886550000002
2978,Yabucoa,Puerto Rico,-65.879164,18.0479644
2979,Yauco,Puerto Rico,-66.8487055,18.0352547
2980,Bailey,Texas,-102.8149372,34.0349194
2981,Coke,Texas,-100.5474369,31.8695226
2982,Collingsworth,Texas,-100.2669137,34.9487017
2983,San Juan,Colorado,-107.6495508,37.7633081
2984,Thomas,Nebraska,-100.5558924,41.9116541
2985,Baker,Oregon,-117.6204818,44.7259637
2986,Grant,South Dakota,-96.7057561,45.1690114
2987,Ziebach,South Dakota,-101.7110445,44.9241074
2988,Clay,West Virginia,-81.0851086,38.4603788
2989,Forest,Wisconsin,-89.73173379362748,43.29540005
2990,Valdez-Cordova Census Area,Alaska,-149.4745618,61.4024872
2991,Cheyenne,Colorado,-102.6177692,38.8307233
2992,Conejos,Colorado,-106.1655431,37.1851939
2993,Glascock,Georgia,-82.6112005,33.2168832
2994,Harlan,Kentucky,-83.321848,36.8431441
2995,Lake,Minnesota,-91.4394994,47.6348022
2996,Benson,North Dakota,-99.403103,48.0191362
2997,Traill,North Dakota,-97.1797001,47.4438504
2998,Vieques,Puerto Rico,-65.45746403129988,18.1215622
2999,Shackelford,Texas,-99.3307616,32.7088752
3000,Piute,Utah,-112.1012191,38.310801
3001,Pope,Illinois,-88.5904425,37.3933531
3002,Fremont,Iowa,-95.5924782,40.7345943
3003,Palo Alto,Iowa,-94.6625047,43.0762829
3004,Lincoln,Nevada,-114.8764448,37.5449476
3005,Kimble,Texas,-99.8199792,30.4744131
3006,Reeves,Texas,-103.6583657,31.232003
3007,Anderson,Kansas,-95.3067461,38.198077
3008,Laclede,Missouri,-92.6324187,37.6475206
3009,Dawes,Nebraska,-103.1216528,42.71723
3010,Covington city,Virginia,-79.9923669,37.8045891
3011,Trinity,California,-123.171268,40.6053256
3012,Bent,Colorado,-103.0964287,37.9421152
3013,Pickett,Tennessee,-84.79626109128259,36.5559316
3014,Ida,Iowa,-95.4949407,42.3788371
3015,Edwards,Illinois,-88.0584362,38.410254
3016,Emmet,Iowa,-94.6749933,43.3707528
3017,Richardson,Nebraska,-95.7607517,40.1194651
3018,Washita,Oklahoma,-98.3408881,35.1028386
3019,Tripp,South Dakota,-99.8941094,43.3235158
3020,Burnett,Wisconsin,-92.2673161,45.8652437
3021,Pepin,Wisconsin,-92.14795,44.4410785
3022,Dent,Missouri,-91.5167381,37.6211924
3023,Archer,Texas,-98.7044869,33.5816594
3024,Fisher,Texas,-100.3811922,32.7090882
3025,Haskell,Texas,-99.7199972,33.1542164
3026,Little River,Arkansas,-94.2065398,33.6968793
3027,Putnam,Illinois,-89.2676414,41.2025915
3028,Magoffin,Kentucky,-83.039044,37.6859873
3029,Schuyler,Missouri,-92.5152037,40.4644896
3030,Nuckolls,Nebraska,-98.047997,40.1621285
3031,Maricao,Puerto Rico,-66.9798041,18.1806789
3032,Adams,Iowa,-94.6850186,41.0161621
3033,Lucas,Iowa,-93.3427643,41.0147422
3034,Steele,North Dakota,-97.7450372,47.4413054
3035,Ness,Kansas,-99.9586896,38.4713429
3036,Bell,Kentucky,-88.462929,36.873501
3037,Storey,Nevada,-119.5157991,39.4572167
3038,Hidalgo,New Mexico,-108.7598468,31.801493
3039,Ringgold,Iowa,-94.2547473,40.7399875
3040,Wolfe,Kentucky,-83.4868591,37.7430509
3041,Avery,North Carolina,-80.75764294668527,35.03740345
3042,Bottineau,North Dakota,-100.8431321,48.8243455
3043,Coal,Oklahoma,-96.2944665,34.5661009
3044,Hancock,Tennessee,-88.3111549,36.2836689
3045,Mills,Texas,-98.5527272,31.4861082
3046,San Saba,Texas,-98.8397049,31.122268
3047,Bristol Bay plus Lake and Peninsula,Alaska,-161.1332367,58.1958546
3048,Northwest Arctic Borough,Alaska,-159.9816347,67.2385127
3049,Elliott,Kentucky,-83.0656398,38.1178636
3050,Hall,Texas,-100.6536777,34.5036637
3051,Langlade,Wisconsin,-88.7329602,45.1902309
3052,Taylor,Wisconsin,-91.1198757,44.3210709
3053,Platte,Wyoming,-104.9870991,42.0923141
3054,Sierra,California,-120.5305731,39.5849065
3055,Comanche,Kansas,-99.2958383,37.1960944
3056,Hodgeman,Kansas,-99.900952,38.0875979
3057,Lane,Kansas,-100.4776682,38.4651663
3058,Trego,Kansas,-99.9130572,38.9289979
3059,Griggs,North Dakota,-98.2616158,47.4473179
3060,Lassen,California,-120.730998,40.7685579
3061,Hubbard,Minnesota,-94.9427679,47.1138266
3062,Grundy,Missouri,-93.5737817,40.1075648
3063,Hardeman,Texas,-99.7322571,34.2510707
3064,Ward,Texas,-103.0781186,31.5007583
3065,Chase,Nebraska,-101.6931758,40.5217576
3066,Jackson,South Dakota,-101.6595883,43.668546
3067,Benewah,Idaho,-116.6654616,47.2162961
3068,Presidio,Texas,-104.2336552,29.9883766
3069,Hudspeth,Texas,-105.4752945,31.5388627
3070,Decatur,Iowa,-93.7994193,40.7418231
3071,Monroe,Missouri,-91.9896892,39.494421
3072,Shannon,Missouri,-91.4328245,37.1498052
3073,Lake,Oregon,-120.737257,43.9792797
3074,Reagan,Texas,-101.5295291,31.3458428
3075,Weston,Wyoming,-104.5361902,43.8397865
3076,North Slope Borough,Alaska,-153.8220681,69.5335129
3077,Lee,Kentucky,-86.4994264,37.295882
3078,Stevens,Minnesota,-95.9946194,45.5837016
3079,Pershing,Nevada,-118.4778996,40.3913722
3080,Franklin,Idaho,-111.8203389,42.1093652
3081,Edgar,Illinois,-87.7340364,39.6714952
3082,Texas,Missouri,-91.9808332,37.3354601
3083,Thayer,Nebraska,-97.6348188,40.1682672
3084,Hughes,Oklahoma,-94.9719022,34.9492654
3085,Culebra,Puerto Rico,-65.28262262797452,18.31367755
3086,Edmunds,South Dakota,-99.2220208,45.4163408
3087,Kingsbury,South Dakota,-97.4882433,44.3631469
3088,Unknown,Ohio,-82.5034703,40.7449276
3089,Kinney,Texas,-100.4165707,29.326416
3090,Dillingham Census Area,Alaska,-158.2016852,59.9011107
3091,Douglas,Missouri,-92.5246813,36.9433177
3092,Mercer,Missouri,-93.5788706,40.4095007
3093,Gregory,South Dakota,-99.1674843,43.1713788
3094,Boyd,Nebraska,-98.7614212,42.916011
3095,Garden,Nebraska,-102.3392806,41.6440533
3096,Estill,Kentucky,-82.8187717,37.4570438
3097,Iron,Michigan,-88.5463241,46.2178577
3098,Rosebud,Montana,-106.6296053,46.3894251
3099,Dickey,North Dakota,-98.5322728,46.0952757
3100,Irion,Texas,-100.980073,31.2931196
3101,Pawnee,Kansas,-99.240825,38.1858758
3102,Brule,South Dakota,-99.0538876,43.6848301
3103,Hanson,South Dakota,-97.7945361,43.6615541
3104,Aleutians West Census Area,Alaska,178.8776,51.5672222
3105,Custer,South Dakota,-103.5101597,43.6726477
3106,Garfield,Nebraska,-99.0097985,41.895743
3107,Baylor,Texas,-99.2000611,33.574962
3108,Crockett,Texas,-101.3766686,30.6517377
3109,Real,Texas,-99.8280905,29.7949383
3110,LaMoure,North Dakota,-98.534574,46.4473745
3111,Sheridan,North Dakota,-100.367913,47.5321614
3112,Dewey,South Dakota,-100.8592127,45.1788983
3113,Putnam,Missouri,-92.9709709,40.4890407
3114,Wrangell City and Borough,Alaska,-132.0432552,56.2045673
3115,Aleutians East Borough,Alaska,-162.8916892,55.0512443
3116,Haines Borough,Alaska,-135.3430573,59.0831232
3117,Banner,Nebraska,-103.7384513,41.5563598
3118,Kidder,North Dakota,-99.7952675,46.9636218
3119,Somervell,Texas,-97.7724138,32.2275813
3120,Washington,Kansas,-97.0917391,39.7887478
3121,Alger,Michigan,-86.5280993,46.4047895
3122,Keweenaw,Michigan,-88.0742387,47.3876058
3123,Knox,Missouri,-92.1573551,40.122723
3124,Unknown,Wisconsin,-89.3841692,43.0746978
3125,Barton,Missouri,-94.3620755,37.5040024
3126,Sioux,Nebraska,-103.7745337,42.5055628
3127,Custer,Montana,-105.5692958,46.2426088
3128,Rich,Utah,-111.2123631,41.661286
3129,Cook,Minnesota,-90.47301,47.9149076
3130,Mellette,South Dakota,-100.7249944,43.561525
3131,Schleicher,Texas,-100.5418961,30.8791222
3132,Allen,Kansas,-95.3170208,37.8882168
3133,Dade,Missouri,-93.8406302,37.4323036
3134,Bennett,South Dakota,-101.655263,43.1854085
3135,Beaver,Utah,-113.2754828,38.3335694
3136,Dickenson,Virginia,-82.359691,37.1226368
3137,Fergus,Montana,-109.2175566,47.2128617
3138,Valley,Montana,-106.615665,48.3564433
3139,Sutton,Texas,-100.6432359,30.5672947
3140,Upton,Texas,-102.0386055,31.3720387
3141,Bland,Virginia,-81.1162022,37.1020628
3142,Ozark,Missouri,-92.4575198,36.6467816
3143,Wayne,Missouri,-90.4809149,37.1129133
3144,Dawson,Montana,-104.9259088,47.2416708
3145,Billings,North Dakota,-103.3943708,47.0456305
3146,Cavalier,North Dakota,-98.5001391,48.7664381
3147,Culberson,Texas,-104.482834,31.4622625
3148,Ellis,Oklahoma,-99.7883601,36.2468449
3149,Thomas,Kansas,-101.0810229,39.3529613
3150,Menard,Texas,-99.8320637,30.8573562
3151,Harlan,Nebraska,-99.4349368,40.1617382
3152,Terrell,Texas,-102.0974881,30.1990738
3153,Logan,Kansas,-101.1552381,38.9058216
3154,Marshall,Kansas,-96.5255661,39.7865054
3155,Treasure,Montana,-107.2625484,46.1833795
3156,Rock,Nebraska,-99.456071,42.4152603
3157,Denali Borough,Alaska,-149.650166,63.878678
3158,Jackson,Colorado,-106.3447246,40.6531945
3159,Boise,Idaho,-116.200886,43.6166163
3160,Issaquena,Mississippi,-90.9339919,32.7776309
3161,Joplin,Missouri,-94.51323,37.08418
3162,Granite,Montana,-113.4687025,46.3944149
3163,Edwards,Texas,-100.3457636,29.9116617
3164,Boundary,Idaho,-116.4339511,48.7846346
3165,Clearwater,Idaho,-115.658248,46.7108188
3166,Elk,Kansas,-96.2528451,37.4619149
3167,Sheridan,Nebraska,-102.4089285,42.4542885
3168,Eureka,Nevada,-116.2884505,39.9497613
3169,Hettinger,North Dakota,-102.4167046,46.4448014
3170,Jeff Davis,Texas,-104.1501698,30.7018281
3171,Rush,Kansas,-99.309214,38.5047752
3172,Bear Lake,Idaho,-111.3198808,42.2172123
3173,Oneida,Idaho,-112.5703083,42.1628627
3174,Robertson,Kentucky,-84.0465647,38.513372
3175,Hooker,Nebraska,-101.1572302,41.9078471
3176,Harmon,Oklahoma,-99.5603898,36.1447648
3177,Calhoun,Arkansas,-92.5143633,33.5556787
3178,Teton,Montana,-112.2566035,47.8455676
3179,Kusilvak Census Area,Alaska,-163.764702,62.2002165
3180,Shoshone,Idaho,-115.9583164,47.305486
3181,Scott,Illinois,-90.4753685,39.6333408
3182,Sheridan,Montana,-104.5154683,48.7625919
3183,Campbell,South Dakota,-100.0441548,45.7560544
3184,Kenedy,Texas,-97.7461361,26.9205171
3185,Throckmorton,Texas,-99.2017838,33.1571081
3186,Ontonagon,Michigan,-89.3293792,46.6471877
3187,Gilliam,Oregon,-120.2202197,45.3298742
3188,Lewis,Idaho,-116.4050453,46.2651949
3189,Graham,Kansas,-99.8980624,39.34062
3190,Kingman,Kansas,-98.122172,37.5420937
3191,Haakon,South Dakota,-101.5756888,44.2887741
3192,Webster,West Virginia,-80.0453573,39.2967597
3193,Towner,North Dakota,-99.2322581,48.6481504
3194,Hickory,Missouri,-93.3334746,37.959055
3195,Logan,North Dakota,-99.4501721,46.4650338
3196,Butte,South Dakota,-103.5267067,44.9121731
3197,Jones,South Dakota,-100.6853793,43.9667174
3198,Bath,Virginia,-78.2279514,39.6267975
3199,Lincoln,Kansas,-98.2155504,39.0343606
3200,Russell,Kansas,-98.7980433,38.8970508
3201,McPherson,Nebraska,-101.082432,41.5621689
3202,Mora,New Mexico,-104.9132218,35.972232
3203,Roger Mills,Oklahoma,-99.6898104,35.6596782
3204,Foard,Texas,-99.7310158,33.9502317
3205,Pawnee,Nebraska,-96.2629022,40.1223248
3206,Perkins,South Dakota,-102.5053545,45.5288022
3207,Decatur,Kansas,-100.472769,39.7940527
3208,Greeley,Kansas,-101.8185007,38.4570355
3209,Fallon,Montana,-104.4366483,46.3291957
3210,Garfield,Washington,-87.6183299,41.7949554
3211,Garfield,Montana,-106.9487371,47.2403675
3212,Sedgwick,Colorado,-102.3777262,40.8698595
3213,Sanders,Montana,-115.1769538,47.6801812
3214,Wibaux,Montana,-104.2215171,46.910018
3215,Deuel,Nebraska,-102.3261249,41.1097054
3216,Golden Valley,North Dakota,-103.8668414,46.9317944
3217,Saipan,Northern Mariana Islands,145.746743003024,15.1909825
3218,Tinian,Northern Mariana Islands,145.62916590582893,15.01190145
3219,Kent,Texas,-100.7846477,33.1665316
3220,McMullen,Texas,-98.5527241,28.3138785
3221,Sweet Grass,Montana,-109.9503947,45.8729386
3222,Blaine,Montana,-108.9664413,48.4023938
3223,Dolores,Colorado,-108.4596087,37.7524811
3224,Dundy,Nebraska,-101.6959427,40.1849874
3225,Stonewall,Texas,-100.2453011,33.1571742
3226,Clark,Idaho,-112.361997,44.2761996
3227,McCone,Montana,-105.8467942,47.5823259
3228,Perkins,Nebraska,-101.6522162,40.8501242
3229,Chouteau,Montana,-110.367651,47.8835499
3230,Wichita,Kansas,-97.3375448,37.6922361
3231,Judith Basin,Montana,-110.2261158,47.0159821
3232,Powder River,Montana,-105.5982213,45.3655661
3233,Potter,South Dakota,-99.9607952,45.0764805
3234,Yakutat plus Hoonah-Angoon,Alaska,-135.92696,57.758603
3235,Lake of the Woods,Minnesota,-94.8480091,48.7032282
3236,Daniels,Montana,-105.5123296,48.7710629
3237,Wheeler,Nebraska,-98.5309487,41.8998069
3238,Doddridge,West Virginia,-80.7299566,39.2632436
3239,Wayne,Utah,-111.1243088,38.3079634
3240,Adams,North Dakota,-102.5315028,46.073286
3241,Modoc,California,-120.7435998,41.5450487
3242,Powell,Montana,-113.0294193,46.9109569
3243,Prairie,Montana,-105.3390398,46.8103971
3244,Phillips,Montana,-107.9275256,48.3541037
3245,Arthur,Nebraska,-101.6974898,41.5721288
3246,Unknown,South Carolina,-82.00990816403791,34.55791715
3247,Butte,Idaho,-113.2210324,43.6989304
3248,Mineral,Montana,-114.9202341,47.1330265
3249,Brown,Nebraska,-99.9120353,42.4068829
3250,Harding,South Dakota,-103.4791412,45.5509163
3251,Sterling,Texas,-101.0452671,31.8151416
3252,Keya Paha,Nebraska,-99.6995454,42.8866032
3253,Logan,Nebraska,-100.5030548,41.5590057
3254,Rawlins,Kansas,-101.0994722,39.7904797
3255,Wallace,Kansas,-101.7565099,38.9073846
3256,Loup,Nebraska,-99.4608177,41.9075834
3257,De Baca,New Mexico,-104.4155765,34.2989792
3258,Daggett,Utah,-109.4798174,40.915567
3259,Grant,Nebraska,-101.7354061,41.9231444
3260,Borden,Texas,-101.425711,32.6879416
3261,Kiowa,Colorado,-102.7628476,38.4411214
3262,Carter,Montana,-104.5596687,45.4812219
3263,Blaine,Nebraska,-99.979237,41.9195837
3264,Hayes,Nebraska,-101.0605971,40.5335592
3265,Petroleum,Montana,-108.2769626,47.0606518
3266,Wheeler,Oregon,-123.88113,45.689614
3267,King,Texas,-100.2178972,33.588178
3268,Skagway Municipality,Alaska,-135.4094368,59.6226362
3269,Esmeralda,Nevada,-118.8811293,38.2868442
3270,Loving,Texas,-103.5663536,31.8364044
3271,Unknown,Oregon,-122.7875809,42.464460349999996
3272,Kalawao,Hawaii,-156.9483791,21.1773815
3273,Unknown,North Carolina,-83.1862986,35.3160836
